currentTeamId,birthYear,role,wyId,shortName,currentNationalTeamId
17091,1983,GKP,127671,V. Stojkovi\u0107,17322
15405,1991,MID,91502,A. Uribe,12430
4494,1982,DEF,62221,K. \u00c1rnason,7839
8508,1992,MID,61407,T. Rogi\u0107,8493
22034,1990,MID,209567,Se-Jong Ju,14855
6726,1998,DEF,373441,I. Smith,16871
15413,1988,DEF,91002,O. Murillo,12430
22275,1993,FWD,552555,A. El Kaabi,16216
16442,1987,MID,78991,O. Ebrahimi,10840
-1,1990,DEF,79098,R. Rezaeian,10840
16467,1994,MID,284147,Mohammed Kanno,16521
16444,1992,FWD,79320,M. Taremi,10840
16470,1987,FWD,122671,Mohammad Al Sahlawi,16521
3771,1996,MID,237274,N. Radonji\u0107,17322
15424,1995,MID,139078,P. Aquino,15594
8068,1990,MID,114723,Y. Yot\u00fan,15594
15416,1990,GKP,114798,P. Gallese,15594
15538,1982,FWD,114864,L. Tejada,17929
16465,1988,MID,122918,Hussain Al Mogahwi,16521
61063,1979,FWD,8247,T. Cahill,8493
15444,1994,MID,336178,J. Gallardo,15473
2482,1991,MID,49997,S. Zuber,6697
7945,1996,DEF,361498,M. Murillo,17929
7851,1992,DEF,116293,H. Cummings,17929
5078,1987,DEF,51127,A. Sk\u00falason,7839
16465,1991,GKP,248328,Mohammed Al Owais,16521
16474,1984,DEF,122839,Osama Hawsawi,16521
16465,1985,DEF,119975,Mohamed Abdel-Shafi,16129
16054,1992,DEF,293080,H. Nagguez,16276
16041,1984,DEF,120156,Ahmed Fathy,16129
16465,1985,MID,120167,Abdallah Said,16129
14781,1990,DEF,107413,Chul Hong,14855
16225,1994,MID,293128,A. Khalil,16276
15405,1997,DEF,448210,E. \u00c1lvarez,15473
16472,1989,GKP,120784,F. Ben Mustapha,16276
16231,1990,DEF,120900,R. Bedoui,16276
14776,1988,FWD,107548,Shin-Wook Kim,14855
16834,1984,MID,55988,C. Bola\u00f1os,16871
15414,1992,DEF,115353,A. Santamar\u00eda,15594
789,1993,MID,241077,Y. B\u00e1rcenas,17929
1669,1989,DEF,56394,H. Dalsgaard,7712
-1,1981,DEF,112679,F. Baloy,17929
759,1998,DEF,375348,M. Wagu\u00e9,19314
